"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.851387552E1,-6.018750191E0,-2.643750191E0,-5.272500229E1,5.313323475E1
1.852387552E1,-6.300000191E0,-2.362500191E0,-5.276250076E1,5.318978188E1
1.853387552E1,-6.618750095E0,-2.475000143E0,-5.268750381E1,5.315925636E1
1.854387552E1,-6.318750381E0,-2.400000095E0,-5.265000153E1,5.308209931E1
1.855387552E1,-6.768750191E0,-2.456250191E0,-5.253750229E1,5.302865538E1
1.856387552E1,-6.768750191E0,-2.493750095E0,-5.266875076E1,5.316043713E1
1.857387552E1,-6.825000286E0,-2.231250048E0,-5.289375305E1,5.337891173E1
1.858387552E1,-6.262500286E0,-2.212500095E0,-5.295000076E1,5.336493837E1
1.859387552E1,-6.318750381E0,-2.212500095E0,-5.308125305E1,5.350178678E1
1.860387552E1,-6.262500286E0,-2.231250048E0,-5.310000229E1,5.351455531E1
1.861387552E1,-5.625000000E0,-1.931250095E0,-5.328750229E1,5.361835742E1
1.862387552E1,-5.587500095E0,-1.875000119E0,-5.338125229E1,5.370562241E1
1.863387552E1,-5.268750191E0,-1.950000048E0,-5.317500305E1,5.347095640E1
1.864387552E1,-4.612500191E0,-1.800000072E0,-5.313750076E1,5.336767885E1
1.865387552E1,-4.293750286E0,-1.856250048E0,-5.298750305E1,5.319358453E1
1.866387552E1,-4.162500381E0,-2.175000191E0,-5.293125153E1,5.313919856E1
1.867387552E1,-4.162500381E0,-2.175000191E0,-5.311875153E1,5.332596740E1
1.868387552E1,-4.068750381E0,-2.437500000E0,-5.285625076E1,5.306862897E1
1.869387552E1,-4.443750381E0,-2.718750000E0,-5.291250229E1,5.316833096E1
1.870387552E1,-4.443750381E0,-2.662500143E0,-5.317500305E1,5.342674212E1
1.871387552E1,-4.293750286E0,-2.550000191E0,-5.343750381E1,5.367034196E1
1.872387552E1,-4.668750286E0,-2.662500143E0,-5.341875076E1,5.368844447E1
1.873387552E1,-4.706250191E0,-2.793750048E0,-5.313750076E1,5.341860928E1
1.874387552E1,-4.518750191E0,-2.362500191E0,-5.287500381E1,5.312030251E1
1.875387552E1,-4.668750286E0,-2.250000000E0,-5.291250229E1,5.316570913E1
1.876387552E1,-4.518750191E0,-2.212500095E0,-5.315625381E1,5.339383466E1
1.877387552E1,-4.331250191E0,-1.950000048E0,-5.323125076E1,5.344275710E1
1.878387552E1,-4.256250381E0,-1.950000048E0,-5.300625229E1,5.321260141E1
1.879387552E1,-3.918750048E0,-1.818750024E0,-5.306250381E1,5.323808566E1
1.880387552E1,-4.031250000E0,-1.856250048E0,-5.295000076E1,5.313566807E1
1.881387552E1,-3.881250143E0,-1.781250119E0,-5.310000229E1,5.327144824E1
1.882387552E1,-4.181250095E0,-1.800000072E0,-5.345625305E1,5.364973293E1
1.883387552E1,-4.068750381E0,-1.912500024E0,-5.313750076E1,5.332735108E1
1.884387552E1,-4.106250286E0,-1.650000095E0,-5.300625229E1,5.319066246E1
1.885387552E1,-4.218750000E0,-1.575000048E0,-5.285625076E1,5.304773060E1
1.886387552E1,-4.331250191E0,-1.443750024E0,-5.281875229E1,5.301570273E1
1.887387552E1,-4.650000095E0,-1.575000048E0,-5.283750153E1,5.306509864E1
1.888387552E1,-4.331250191E0,-1.631250024E0,-5.287500381E1,5.307717714E1
1.889387552E1,-4.237500191E0,-1.425000072E0,-5.289375305E1,5.308235248E1
1.890387552E1,-4.293750286E0,-1.556250095E0,-5.250000381E1,5.269827897E1
1.891387552E1,-4.143750191E0,-1.762500048E0,-5.251875305E1,5.271144557E1
1.892387552E1,-4.462500095E0,-1.893750072E0,-5.266875076E1,5.289137456E1
1.893387552E1,-4.275000095E0,-2.081250191E0,-5.257500076E1,5.278956273E1
1.894387552E1,-4.143750191E0,-2.156250000E0,-5.280000305E1,5.300622984E1
1.895387552E1,-4.387500286E0,-2.306250095E0,-5.265000153E1,5.288281015E1
1.896387552E1,-4.500000000E0,-2.193750143E0,-5.274375153E1,5.298080657E1
1.897387552E1,-4.875000000E0,-2.343750000E0,-5.259375381E1,5.287118052E1
1.898387552E1,-5.025000095E0,-2.456250191E0,-5.281875229E1,5.311406955E1
1.899387552E1,-4.950000286E0,-2.343750000E0,-5.291250229E1,5.319519307E1
1.900387552E1,-4.856250286E0,-2.587500095E0,-5.268750381E1,5.297406329E1
1.901387552E1,-4.987500191E0,-2.643750191E0,-5.236875153E1,5.267210561E1
1.902387552E1,-5.550000191E0,-2.737500191E0,-5.238750076E1,5.275174543E1
1.903387552E1,-5.306250095E0,-2.643750191E0,-5.231250381E1,5.264735283E1
1.904387552E1,-5.043750286E0,-2.850000143E0,-5.242500305E1,5.274412633E1
1.905387552E1,-4.725000381E0,-2.756250143E0,-5.248125076E1,5.276555908E1
1.906387552E1,-4.518750191E0,-2.587500095E0,-5.255625153E1,5.281357623E1
1.907387552E1,-4.875000000E0,-2.606250048E0,-5.285625076E1,5.314453320E1
1.908387552E1,-4.650000095E0,-2.362500191E0,-5.302500153E1,5.328090366E1
1.909387552E1,-4.631250381E0,-2.043750048E0,-5.370000076E1,5.393807075E1
1.910387552E1,-4.275000095E0,-2.268750191E0,-5.347500229E1,5.369356314E1
1.911387552E1,-4.143750191E0,-2.062500000E0,-5.360625076E1,5.380571245E1
1.912387552E1,-4.237500191E0,-1.893750072E0,-5.347500229E1,5.367605208E1
1.913387552E1,-4.181250095E0,-1.931250095E0,-5.345625305E1,5.365429684E1
1.914387552E1,-4.050000191E0,-1.931250095E0,-5.358750153E1,5.377501788E1
1.915387552E1,-3.900000095E0,-1.950000048E0,-5.323125076E1,5.340953622E1
1.916387552E1,-3.862500191E0,-1.912500024E0,-5.326875305E1,5.344283503E1
1.917387552E1,-3.806250095E0,-2.231250048E0,-5.306250381E1,5.324561322E1
1.918387552E1,-3.412500143E0,-1.931250095E0,-5.308125305E1,5.322588007E1
1.919387552E1,-3.675000191E0,-2.006250143E0,-5.319375229E1,5.335827910E1
1.920387552E1,-4.031250000E0,-1.875000119E0,-5.313750076E1,5.332317122E1
1.921387552E1,-3.937500238E0,-1.818750024E0,-5.306250381E1,5.323946911E1
1.922387552E1,-3.937500238E0,-1.875000119E0,-5.285625076E1,5.303586313E1
1.923387552E1,-3.843750238E0,-1.800000072E0,-5.280000305E1,5.297031941E1
1.924387552E1,-3.881250143E0,-1.837500095E0,-5.298750305E1,5.316122637E1
1.925387552E1,-3.412500143E0,-1.706250072E0,-5.285625076E1,5.299377031E1
1.926387552E1,-3.431250095E0,-1.612500072E0,-5.295000076E1,5.308555561E1
1.927387552E1,-3.375000238E0,-1.462500095E0,-5.270625305E1,5.283444562E1
1.928387552E1,-2.925000191E0,-1.556250095E0,-5.261250305E1,5.271672427E1
1.929387552E1,-3.375000238E0,-1.800000072E0,-5.281875229E1,5.295706960E1
1.930387552E1,-3.450000048E0,-1.725000024E0,-5.276250076E1,5.290330436E1
1.931387552E1,-3.318750143E0,-1.518750072E0,-5.272500229E1,5.285117379E1
1.932387552E1,-3.375000238E0,-1.481250048E0,-5.272500229E1,5.285367153E1
1.933387552E1,-3.506250143E0,-1.537500024E0,-5.268750381E1,5.282642099E1
1.934387552E1,-3.862500191E0,-1.687500119E0,-5.306250381E1,5.322965222E1
1.935387552E1,-3.487500191E0,-1.893750072E0,-5.308125305E1,5.322939388E1
1.936387552E1,-3.543750048E0,-2.062500000E0,-5.317500305E1,5.333285123E1
1.937387552E1,-3.618750095E0,-1.912500024E0,-5.283750153E1,5.299579772E1
1.938387552E1,-3.468750238E0,-1.856250048E0,-5.287500381E1,5.302116484E1
1.939387552E1,-3.693750143E0,-2.306250095E0,-5.325000381E1,5.342775951E1
1.940387552E1,-3.468750238E0,-2.343750000E0,-5.308125305E1,5.324607796E1
1.941387552E1,-3.431250095E0,-2.175000191E0,-5.323125076E1,5.338604837E1
1.942387552E1,-3.150000095E0,-2.212500095E0,-5.253750229E1,5.267833335E1
1.943387552E1,-3.243750095E0,-2.175000191E0,-5.266875076E1,5.281334914E1
1.944387552E1,-3.281250238E0,-1.912500024E0,-5.289375305E1,5.302992902E1
1.945387552E1,-2.775000095E0,-2.043750048E0,-5.325000381E1,5.336141346E1
1.946387552E1,-2.943750143E0,-2.362500191E0,-5.347500229E1,5.360804923E1
1.947387552E1,-3.000000000E0,-1.893750072E0,-5.334375381E1,5.346159706E1
1.948387552E1,-3.037500143E0,-2.043750048E0,-5.319375229E1,5.331958931E1
1.949387552E1,-3.618750095E0,-2.081250191E0,-5.310000229E1,5.326384513E1
1.950387552E1,-3.825000048E0,-2.081250191E0,-5.345625305E1,5.363332190E1
1.951387552E1,-4.106250286E0,-2.025000095E0,-5.343750381E1,5.363328007E1
1.952387552E1,-4.143750191E0,-1.987500072E0,-5.345625305E1,5.365344176E1
1.953387552E1,-4.650000095E0,-1.837500095E0,-5.366250229E1,5.389492610E1
1.954387552E1,-5.043750286E0,-1.500000000E0,-5.340000153E1,5.365863938E1
1.955387552E1,-5.006250381E0,-1.856250048E0,-5.340000153E1,5.366626846E1
1.956387552E1,-5.325000286E0,-1.875000119E0,-5.332500076E1,5.362300775E1
1.957387552E1,-5.118750095E0,-1.800000072E0,-5.343750381E1,5.371227436E1
1.958387552E1,-5.681250095E0,-1.818750024E0,-5.334375381E1,5.367625663E1
1.959387552E1,-5.456250191E0,-1.987500072E0,-5.321250153E1,5.352841434E1
1.960387552E1,-5.381250381E0,-1.931250095E0,-5.325000381E1,5.355604997E1
1.961387552E1,-4.950000286E0,-2.025000095E0,-5.311875153E1,5.338731021E1
1.962387552E1,-4.668750286E0,-2.137500048E0,-5.321250153E1,5.345967129E1
1.963387552E1,-4.893750191E0,-2.175000191E0,-5.332500076E1,5.359323766E1
1.964387552E1,-4.481250286E0,-1.987500072E0,-5.343750381E1,5.366189127E1
1.965387552E1,-4.593750000E0,-2.362500191E0,-5.353125381E1,5.377991336E1
1.966387552E1,-4.218750000E0,-2.306250095E0,-5.336250305E1,5.357866528E1
1.967387552E1,-4.256250381E0,-2.118750095E0,-5.343750381E1,5.364859349E1
1.968387552E1,-4.331250191E0,-2.193750143E0,-5.340000153E1,5.362026138E1
1.969387552E1,-4.106250286E0,-1.950000048E0,-5.310000229E1,5.329422140E1
1.970387552E1,-4.218750000E0,-2.006250143E0,-5.321250153E1,5.341716213E1
1.971387552E1,-3.768750191E0,-1.725000024E0,-5.293125153E1,5.309328104E1
1.972387552E1,-3.656250238E0,-1.556250095E0,-5.304375076E1,5.319238268E1
1.973387552E1,-3.450000048E0,-1.237500072E0,-5.268750381E1,5.281483660E1
1.974387552E1,-3.037500143E0,-1.350000024E0,-5.287500381E1,5.297938217E1
1.975387552E1,-3.187500238E0,-1.556250095E0,-5.298750305E1,5.310609712E1
1.976387552E1,-3.187500238E0,-1.518750072E0,-5.295000076E1,5.306759219E1
1.977387552E1,-3.412500143E0,-1.443750024E0,-5.326875305E1,5.339746832E1
1.978387552E1,-3.581250191E0,-1.650000095E0,-5.304375076E1,5.319010574E1
1.979387552E1,-3.675000191E0,-1.837500095E0,-5.317500305E1,5.333350713E1
1.980387552E1,-3.956250191E0,-1.931250095E0,-5.319375229E1,5.337562107E1
1.981387552E1,-3.937500238E0,-1.837500095E0,-5.326875305E1,5.344567678E1
1.982387552E1,-4.350000381E0,-1.631250024E0,-5.332500076E1,5.352699493E1
1.983387552E1,-4.387500286E0,-1.612500072E0,-5.311875153E1,5.332402909E1
1.984387552E1,-4.443750381E0,-1.631250024E0,-5.304375076E1,5.325455275E1
1.985387552E1,-4.331250191E0,-1.706250072E0,-5.315625381E1,5.335970706E1
1.986387552E1,-3.937500238E0,-1.368750095E0,-5.321250153E1,5.337553469E1
1.987387552E1,-3.862500191E0,-1.050000072E0,-5.338125229E1,5.353110781E1
1.988387552E1,-3.806250095E0,-1.200000048E0,-5.321250153E1,5.336195141E1
1.989387552E1,-3.693750143E0,-1.275000095E0,-5.345625305E1,5.359888437E1
1.990387552E1,-3.468750238E0,-1.462500095E0,-5.356875229E1,5.370085992E1
1.991387552E1,-3.412500143E0,-1.518750072E0,-5.358750153E1,5.371752115E1
1.992387552E1,-3.412500143E0,-1.462500095E0,-5.368125153E1,5.380948642E1
1.993387552E1,-3.581250191E0,-1.518750072E0,-5.336250305E1,5.350409972E1
1.994387552E1,-3.337500095E0,-1.593750119E0,-5.332500076E1,5.345310704E1
1.995387552E1,-3.693750143E0,-1.875000119E0,-5.338125229E1,5.354173616E1
1.996387552E1,-3.787500143E0,-1.931250095E0,-5.353125381E1,5.369981396E1
1.997387552E1,-4.050000191E0,-1.987500072E0,-5.343750381E1,5.362759991E1
1.998387552E1,-4.331250191E0,-2.118750095E0,-5.310000229E1,5.331846841E1
1.999387552E1,-4.125000000E0,-2.062500000E0,-5.308125305E1,5.328122518E1
2.000387552E1,-4.125000000E0,-1.950000048E0,-5.293125153E1,5.312754006E1
2.001387552E1,-4.068750381E0,-1.968750119E0,-5.300625229E1,5.319862299E1
2.002387552E1,-4.293750286E0,-1.856250048E0,-5.315625381E1,5.336168359E1
2.003387552E1,-4.350000381E0,-1.968750119E0,-5.274375153E1,5.295943547E1
2.004387552E1,-4.312500000E0,-1.912500024E0,-5.274375153E1,5.295430707E1
2.005387552E1,-4.218750000E0,-1.818750024E0,-5.287500381E1,5.307420967E1
2.006387552E1,-3.656250238E0,-1.500000000E0,-5.274375153E1,5.289160133E1
2.007387552E1,-4.237500191E0,-1.218750000E0,-5.315625381E1,5.333881400E1
2.008387552E1,-4.650000095E0,-1.556250095E0,-5.293125153E1,5.315789502E1
2.009387552E1,-4.650000095E0,-1.425000072E0,-5.293125153E1,5.315421445E1
2.010387552E1,-5.062500000E0,-1.518750072E0,-5.287500381E1,5.313851274E1
2.011387552E1,-4.725000381E0,-1.143750072E0,-5.304375076E1,5.326606131E1
2.012387552E1,-5.006250381E0,-1.087500095E0,-5.306250381E1,5.330923476E1
2.013387552E1,-4.893750191E0,-1.106250048E0,-5.291250229E1,5.314983987E1
2.014387552E1,-5.137500286E0,-1.106250048E0,-5.326875305E1,5.352735516E1
2.015387552E1,-5.006250381E0,-1.537500024E0,-5.291250229E1,5.317103862E1
2.016387552E1,-4.593750000E0,-1.331250072E0,-5.302500153E1,5.324026251E1
2.017387552E1,-4.781250000E0,-1.537500024E0,-5.293125153E1,5.316899140E1
2.018387552E1,-4.500000000E0,-1.725000024E0,-5.259375381E1,5.281409438E1
2.019387552E1,-4.537500381E0,-1.912500024E0,-5.268750381E1,5.291710143E1
2.020387552E1,-4.612500191E0,-2.156250000E0,-5.250000381E1,5.274632663E1
2.021387552E1,-4.762500286E0,-2.250000000E0,-5.250000381E1,5.276356991E1
2.022387552E1,-4.668750286E0,-2.268750191E0,-5.235000229E1,5.260672197E1
2.023387552E1,-4.537500381E0,-2.175000191E0,-5.225625229E1,5.249795652E1
2.024387552E1,-4.631250381E0,-2.081250191E0,-5.212500381E1,5.237171092E1
2.025387552E1,-4.743750095E0,-2.268750191E0,-5.206875229E1,5.233359683E1
2.026387552E1,-4.387500286E0,-2.100000143E0,-5.227500153E1,5.250081851E1
2.027387552E1,-4.706250191E0,-2.175000191E0,-5.235000229E1,5.260610379E1
2.028387552E1,-4.837500095E0,-2.137500048E0,-5.221875381E1,5.248588919E1
2.029387552E1,-4.912500381E0,-2.043750048E0,-5.203125381E1,5.230259026E1
2.030387552E1,-5.381250381E0,-2.250000000E0,-5.205000305E1,5.237578805E1
2.031387552E1,-5.343750000E0,-2.062500000E0,-5.205000305E1,5.236422813E1
2.032387552E1,-5.493750095E0,-2.343750000E0,-5.251875305E1,5.285729729E1
2.033387552E1,-5.343750000E0,-2.081250191E0,-5.263125229E1,5.294276139E1
2.034387552E1,-5.212500095E0,-2.118750095E0,-5.257500076E1,5.287523016E1
2.035387552E1,-5.306250095E0,-2.043750048E0,-5.229375076E1,5.260199210E1
2.036387552E1,-4.687500000E0,-1.950000048E0,-5.246250153E1,5.270758221E1
2.037387552E1,-4.518750191E0,-1.987500072E0,-5.268750381E1,5.291826072E1
2.038387552E1,-3.900000095E0,-1.668750048E0,-5.257500076E1,5.274585702E1
2.039387552E1,-3.825000048E0,-1.612500072E0,-5.280000305E1,5.296292197E1
2.040387552E1,-3.450000048E0,-1.593750119E0,-5.244375229E1,5.258126752E1
2.041387552E1,-3.225000143E0,-1.818750024E0,-5.235000229E1,5.248076998E1
2.042387552E1,-3.750000238E0,-1.668750048E0,-5.261250305E1,5.277236688E1
2.043387552E1,-3.356250048E0,-1.575000048E0,-5.266875076E1,5.279907524E1
2.044387552E1,-3.543750048E0,-1.387500048E0,-5.270625305E1,5.284347104E1
2.045387552E1,-3.881250143E0,-1.443750024E0,-5.255625153E1,5.271914350E1
2.046387552E1,-3.918750048E0,-1.743750095E0,-5.255625153E1,5.273098559E1
2.047387552E1,-3.918750048E0,-1.743750095E0,-5.255625153E1,5.273098559E1
2.048387552E1,-3.900000095E0,-1.687500119E0,-5.261250305E1,5.278383403E1
2.049387552E1,-4.181250095E0,-1.462500095E0,-5.300625229E1,5.319101936E1
2.050387552E1,-4.200000286E0,-1.331250072E0,-5.289375305E1,5.307693794E1
2.051387552E1,-4.050000191E0,-1.443750024E0,-5.313750076E1,5.331117053E1
2.052387552E1,-4.406250000E0,-1.725000024E0,-5.302500153E1,5.323571593E1
2.053387552E1,-4.218750000E0,-1.556250095E0,-5.330625153E1,5.349557194E1
2.054387552E1,-4.087500095E0,-1.218750000E0,-5.364375305E1,5.381305836E1
2.055387552E1,-3.993750095E0,-1.312500000E0,-5.358750153E1,5.375214429E1
2.056387552E1,-4.087500095E0,-1.312500000E0,-5.355000305E1,5.372181252E1
2.057387552E1,-4.125000000E0,-1.462500095E0,-5.313750076E1,5.331743166E1
2.058387552E1,-3.937500238E0,-1.575000048E0,-5.334375381E1,5.351206036E1
2.059387552E1,-4.012500286E0,-1.462500095E0,-5.313750076E1,5.330884591E1
2.060387552E1,-3.675000191E0,-1.350000024E0,-5.300625229E1,5.315064353E1
2.061387552E1,-3.600000143E0,-1.200000048E0,-5.276250076E1,5.289878532E1
2.062387552E1,-4.012500286E0,-1.312500000E0,-5.268750381E1,5.285637022E1
2.063387552E1,-3.956250191E0,-1.350000024E0,-5.257500076E1,5.274092454E1
2.064387552E1,-4.068750381E0,-1.406250000E0,-5.289375305E1,5.306864781E1
2.065387552E1,-4.143750191E0,-1.068750024E0,-5.278125381E1,5.295444879E1
2.066387552E1,-4.068750381E0,-9.750000238E-1,-5.274375153E1,5.290943847E1
2.067387552E1,-4.106250286E0,-1.087500095E0,-5.291250229E1,5.308273586E1
2.068387552E1,-3.862500191E0,-7.687500119E-1,-5.326875305E1,5.341413611E1
2.069387552E1,-4.012500286E0,-1.050000072E0,-5.345625305E1,5.361691570E1
2.070387552E1,-3.562500238E0,-1.031250000E0,-5.332500076E1,5.345381736E1
2.071387552E1,-3.450000048E0,-8.625000119E-1,-5.328750229E1,5.340603249E1
2.072387552E1,-3.093750238E0,-6.750000119E-1,-5.310000229E1,5.319433390E1
2.073387552E1,-2.831250191E0,-7.875000238E-1,-5.336250305E1,5.344336129E1
2.074387552E1,-3.112500191E0,-1.068750024E0,-5.306250381E1,5.316445424E1
2.075387552E1,-3.150000095E0,-9.187500477E-1,-5.291250229E1,5.301414435E1
2.076387552E1,-3.637500048E0,-1.181250095E0,-5.270625305E1,5.284482822E1
2.077387552E1,-3.262500048E0,-8.625000119E-1,-5.263125229E1,5.273932622E1
2.078387552E1,-3.768750191E0,-1.050000072E0,-5.291250229E1,5.305693995E1
2.079387552E1,-3.881250143E0,-1.106250048E0,-5.280000305E1,5.295401981E1
2.080387552E1,-4.050000191E0,-1.087500095E0,-5.296875381E1,5.313449010E1
2.081387552E1,-4.200000286E0,-1.256250024E0,-5.298750305E1,5.316854000E1
2.082387552E1,-4.125000000E0,-1.125000000E0,-5.293125153E1,5.310365937E1
2.083387552E1,-4.237500191E0,-1.237500072E0,-5.321250153E1,5.339530066E1
2.084387552E1,-3.918750048E0,-1.087500095E0,-5.338125229E1,5.353594451E1
2.085387552E1,-4.256250381E0,-1.406250000E0,-5.340000153E1,5.358780989E1
2.086387552E1,-4.256250381E0,-1.275000095E0,-5.285625076E1,5.304266714E1
2.087387552E1,-4.556250095E0,-1.218750000E0,-5.298750305E1,5.319699471E1
2.088387552E1,-4.668750286E0,-1.293750048E0,-5.278125381E1,5.300312984E1
2.089387552E1,-4.556250095E0,-1.087500095E0,-5.266875076E1,5.287664303E1
2.090387552E1,-4.856250286E0,-1.218750000E0,-5.295000076E1,5.318619275E1
2.091387552E1,-5.006250381E0,-1.031250000E0,-5.263125229E1,5.287886853E1
2.092387552E1,-4.950000286E0,-1.068750024E0,-5.253750229E1,5.278099920E1
2.093387552E1,-5.212500095E0,-1.200000048E0,-5.259375381E1,5.286504609E1
2.094387552E1,-5.325000286E0,-1.125000000E0,-5.274375153E1,5.302381143E1
2.095387552E1,-5.081250191E0,-1.087500095E0,-5.298750305E1,5.324168705E1
2.096387552E1,-5.212500095E0,-1.181250095E0,-5.300625229E1,5.327502502E1
2.097387552E1,-5.043750286E0,-1.050000072E0,-5.311875153E1,5.336800241E1
2.098387552E1,-4.931250095E0,-1.050000072E0,-5.276250076E1,5.300284157E1
2.099387552E1,-4.556250095E0,-9.750000238E-1,-5.295000076E1,5.315461053E1
2.100387552E1,-4.425000191E0,-8.437500596E-1,-5.302500153E1,5.321600631E1
2.101387552E1,-3.956250191E0,-4.687500298E-1,-5.285625076E1,5.300617782E1
2.102387552E1,-3.600000143E0,-6.937500238E-1,-5.304375076E1,5.317029984E1
2.103387552E1,-3.956250191E0,-9.187500477E-1,-5.313750076E1,5.329249482E1
2.104387552E1,-3.618750095E0,-6.562500000E-1,-5.323125076E1,5.335814909E1
2.105387552E1,-3.993750095E0,-9.375000596E-1,-5.338125229E1,5.353864998E1
2.106387552E1,-3.768750191E0,-8.250000477E-1,-5.364375305E1,5.378230512E1
2.107387552E1,-3.975000143E0,-8.625000119E-1,-5.321250153E1,5.336773230E1
2.108387552E1,-4.350000381E0,-1.143750072E0,-5.319375229E1,5.338357379E1
2.109387552E1,-4.162500381E0,-1.106250048E0,-5.336250305E1,5.353603394E1
2.110387552E1,-4.331250191E0,-1.275000095E0,-5.356875229E1,5.375868837E1
2.111387552E1,-4.068750381E0,-1.012500048E0,-5.332500076E1,5.348958396E1
2.112387552E1,-4.387500286E0,-9.187500477E-1,-5.328750229E1,5.347571562E1
2.113387552E1,-4.387500286E0,-9.750000238E-1,-5.287500381E1,5.306568394E1
2.114387552E1,-4.350000381E0,-1.143750072E0,-5.270625305E1,5.289782395E1
2.115387552E1,-4.293750286E0,-1.312500000E0,-5.326875305E1,5.345763743E1
2.116387552E1,-4.200000286E0,-1.143750072E0,-5.300625229E1,5.318468716E1
2.117387552E1,-4.031250000E0,-1.256250024E0,-5.287500381E1,5.304333294E1
2.118387552E1,-3.881250143E0,-1.181250095E0,-5.246250153E1,5.261913645E1
2.119387552E1,-3.656250238E0,-1.218750000E0,-5.268750381E1,5.282827440E1
2.120387552E1,-3.393750191E0,-1.725000024E0,-5.263125229E1,5.276875859E1
2.121387552E1,-3.000000000E0,-1.537500024E0,-5.276250076E1,5.287008032E1
2.122387552E1,-2.850000143E0,-1.425000072E0,-5.291250229E1,5.300835806E1
2.123387552E1,-2.981250048E0,-1.500000000E0,-5.253750229E1,5.264339463E1
2.124387552E1,-2.718750000E0,-1.631250024E0,-5.281875229E1,5.291382779E1
2.125387552E1,-3.581250191E0,-1.968750119E0,-5.298750305E1,5.314486626E1
2.126387552E1,-3.656250238E0,-1.631250024E0,-5.302500153E1,5.317593374E1
2.127387552E1,-3.843750238E0,-1.462500095E0,-5.280000305E1,5.295992489E1
2.128387552E1,-4.125000000E0,-1.143750072E0,-5.281875229E1,5.299192752E1
2.129387552E1,-4.087500095E0,-9.000000358E-1,-5.285625076E1,5.302170218E1
2.130387552E1,-4.331250191E0,-7.875000238E-1,-5.291250229E1,5.309531790E1
2.131387552E1,-4.218750000E0,-6.000000238E-1,-5.306250381E1,5.323332756E1
2.132387552E1,-4.256250381E0,-3.937500119E-1,-5.325000381E1,5.342128427E1
2.133387552E1,-3.750000238E0,-2.625000179E-1,-5.289375305E1,5.302716775E1
2.134387552E1,-3.600000143E0,1.875000075E-2,-5.323125076E1,5.335284819E1
2.135387552E1,-3.675000191E0,-1.312500089E-1,-5.317500305E1,5.330200561E1
2.136387552E1,-3.525000095E0,3.750000149E-2,-5.325000381E1,5.336656199E1
2.137387552E1,-3.581250191E0,-2.625000179E-1,-5.321250153E1,5.333352208E1
2.138387552E1,-3.543750048E0,-1.687500030E-1,-5.313750076E1,5.325580371E1
2.139387552E1,-3.393750191E0,-1.500000060E-1,-5.311875153E1,5.322726561E1
2.140387552E1,-3.525000095E0,-4.875000119E-1,-5.281875229E1,5.293849143E1
2.141387552E1,-3.337500095E0,-3.187500238E-1,-5.298750305E1,5.309346465E1
2.142387552E1,-3.543750048E0,-5.812500119E-1,-5.296875381E1,5.309034655E1
2.143387552E1,-3.581250191E0,-7.687500119E-1,-5.281875229E1,5.294560343E1
2.144387552E1,-3.525000095E0,-1.256250024E0,-5.263125229E1,5.276412140E1
2.145387552E1,-3.768750191E0,-1.368750095E0,-5.283750153E1,5.298941897E1
2.146387552E1,-3.506250143E0,-1.500000000E0,-5.289375305E1,5.303105601E1
2.147387552E1,-3.993750095E0,-1.425000072E0,-5.323125076E1,5.339987568E1
2.148387552E1,-4.218750000E0,-1.443750024E0,-5.300625229E1,5.319346809E1
2.149387552E1,-4.481250286E0,-1.443750024E0,-5.293125153E1,5.314022400E1
2.150387552E1,-4.537500381E0,-1.556250095E0,-5.266875076E1,5.288674816E1
2.151387552E1,-4.518750191E0,-1.350000024E0,-5.295000076E1,5.315961046E1
2.152387552E1,-4.743750095E0,-1.218750000E0,-5.310000229E1,5.332540445E1
2.153387552E1,-4.856250286E0,-1.012500048E0,-5.291250229E1,5.314453144E1
2.154387552E1,-4.931250095E0,-9.375000596E-1,-5.296875381E1,5.320606182E1
2.155387552E1,-4.931250095E0,-1.256250024E0,-5.235000229E1,5.259675020E1
2.156387552E1,-4.706250191E0,-1.125000000E0,-5.253750229E1,5.275986697E1
2.157387552E1,-4.912500381E0,-1.275000095E0,-5.238750076E1,5.263277041E1
2.158387552E1,-5.043750286E0,-1.368750095E0,-5.238750076E1,5.264753679E1
2.159387552E1,-4.875000000E0,-1.237500072E0,-5.276250076E1,5.300168411E1
2.160387552E1,-4.931250095E0,-1.106250048E0,-5.268750381E1,5.292933095E1
2.161387552E1,-4.837500095E0,-1.106250048E0,-5.287500381E1,5.310735566E1
2.162387552E1,-4.968750000E0,-1.050000072E0,-5.296875381E1,5.321165152E1
2.163387552E1,-4.500000000E0,-8.062500358E-1,-5.330625153E1,5.350192979E1
2.164387552E1,-4.481250286E0,-6.750000119E-1,-5.334375381E1,5.353590664E1
2.165387552E1,-4.125000000E0,-6.000000238E-1,-5.370000076E1,5.386154200E1
2.166387552E1,-3.618750095E0,-6.000000238E-1,-5.362500381E1,5.375031522E1
2.167387552E1,-3.956250191E0,-7.312500477E-1,-5.343750381E1,5.358874374E1
2.168387552E1,-3.750000238E0,-9.375000596E-1,-5.341875076E1,5.355841989E1
2.169387552E1,-3.506250143E0,-1.012500048E0,-5.334375381E1,5.346844880E1
2.170387552E1,-3.450000048E0,-1.312500000E0,-5.300625229E1,5.313462090E1
2.171387552E1,-3.262500048E0,-1.387500048E0,-5.289375305E1,5.301243415E1
2.172387552E1,-3.468750238E0,-1.631250024E0,-5.315625381E1,5.329428229E1
2.173387552E1,-3.431250095E0,-1.537500024E0,-5.298750305E1,5.312073854E1
